Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
T9,2011,HHC07,Household Composition,All other 'one parent with child(ren) only' households,,3.9,7,11.1,8.2,7.8,5.5,2.8,,,49.1,S,***,**,**,**,**,**,**,S,S,*,,102,61.2,51,56.1,81.6,71.4,86.7,,,25.5,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHC08,Household Composition,Other one-family households,3.6,6.9,6.7,9.9,9.9,10.3,13,9,12,8.1,89.4,**,**,**,**,*,**,**,**,*,**,,81.6,61.2,51,51,45.9,56.1,56.1,66.3,45.9,66.3,15.3,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHC09,Household Composition,One-person household,104.3,85.9,39.8,35.5,31.1,22,13.2,7.3,6.1,2.5,347.5,,,*,*,*,*,*,**,**,***,,15.3,20.4,25.5,30.6,30.6,30.6,51,56.1,51,102,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHC10,Household Composition,All other households,4.2,3.2,4.5,7.8,8.2,7.8,16.4,14.2,17.2,16.6,100.3,***,***,**,**,**,**,*,*,*,*,,117.3,102,66.3,66.3,56.1,81.6,40.8,45.9,40.8,45.9,15.3,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHS01,Household Size,One person household,104.3,85.9,39.8,35.5,31.1,22,13.2,7.3,6.1,2.5,347.5,,,*,*,*,*,*,**,**,***,,15.3,20.4,25.5,30.6,30.6,30.6,51,56.1,51,102,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHS02,Household Size,Two person household,28.3,47.6,80.8,62.5,57.4,54,62.1,64.3,53.1,49.6,559.6,*,*,,,*,*,,*,,*,,30.6,25.5,15.3,20.4,20.4,20.4,20.4,20.4,20.4,25.5,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHS03,Household Size,Three person household,11.5,16,16.9,30.9,28.5,35.8,29,32.7,35.5,39.6,276.3,**,*,*,*,*,*,*,*,*,*,,51,40.8,35.7,30.6,25.5,35.7,30.6,30.6,25.5,40.8,10.2,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHS04,Household Size,Four person household,8,6.4,16.3,18.5,27.9,33.3,33.2,38,41.6,37.6,260.8,**,**,*,*,*,*,*,*,*,*,,76.5,61.2,35.7,35.7,30.6,30.6,30.6,30.6,25.5,25.5,10.2,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHS05,Household Size,Five or more person household,10.7,5.1,8.3,14.7,16.9,15.6,25,21.4,24.2,32.9,174.9,**,**,**,*,*,*,*,*,*,*,,66.3,71.4,51,40.8,45.9,40.8,30.6,30.6,35.7,35.7,10.2,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),67.1,73.3,76.2,71.2,80.4,81.8,99.2,101.6,98.8,98.5,848,,,,*,,,,,,,,20.4,20.4,20.4,25.5,15.3,20.4,15.3,15.3,15.3,20.4,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT03,Tenure,Owned: Who make mortgage payments,16.9,16.5,19.6,31.6,43.7,49.8,70,72.8,74.3,69.8,465,*,*,*,*,*,*,*,,,*,,45.9,35.7,40.8,35.7,25.5,25.5,20.4,20.4,20.4,25.5,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT04,Tenure,Owned: Who do not make mortgage payments,50.2,56.8,56.6,39.6,36.7,32,29.1,28.8,24.5,28.7,383,*,*,*,*,*,*,*,*,*,*,,25.5,20.4,20.4,30.6,25.5,30.6,35.7,35.7,30.6,35.7,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),78.6,65.8,66.2,73.2,66.9,57.7,47.3,40.8,32.6,21,550,,*,,,,*,*,*,*,*,,20.4,25.5,20.4,20.4,20.4,25.5,25.5,25.5,30.6,45.9,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT07,Tenure,Not owned: Who make rent payments,70.8,62.4,64.5,70.8,65.1,57.1,44.8,40.8,29,19.5,524.8,,*,,,*,*,*,*,*,*,,20.4,25.5,20.4,20.4,20.4,25.5,25.5,25.5,30.6,45.9,5.1,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT08,Tenure,Not owned: Who do not make rent payments,7.8,,,,,,,,3.6,,25.2,**,S,S,S,S,S,S,,**,S,*,86.7,,,,,,,,91.8,,45.9,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),16.8,22,19.7,17.8,14.4,21.2,16.1,21.3,29.1,42.7,221,*,*,*,*,*,*,*,*,*,*,,40.8,35.7,35.7,45.9,45.9,51,45.9,35.7,30.6,25.5,10.2,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT11,Tenure,Family trust: Who make mortgage payments,3.4,3.9,3,6.4,5.3,10.1,8.6,12.9,15.8,15.1,84.4,**,**,**,***,**,**,**,*,*,*,*,91.8,76.5,81.6,102,86.7,66.3,66.3,51,40.8,35.7,25.5,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2011,HHT12,Tenure,Family trust: Who do not make mortgage payments,13.4,18.1,16.6,11.4,9.2,11.1,7.5,8.4,13.2,27.6,136.6,*,*,*,*,*,**,**,**,*,*,,45.9,30.6,40.8,45.9,45.9,61.2,76.5,51,40.8,40.8,15.3,"Under   $20,100","$20,100 To   $29,499","$29,500 To   $38,799","$38,800 To   $50,299","$50,300 To   $63,199","$63,200 To   $76,999","$77,000 To   $93,699","$93,700 To  $117,799","$117,800 To  $157,799","$157,800 and Over"
T9,2012,HH999,Total all households,Total all households,162.1,162.3,164.3,163,163.4,162.1,162.1,163.6,164.4,162.3,1629.6,,,,,,,,,,,,10.2,15.3,10.2,10.2,15.3,15.3,10.2,15.3,15.3,15.3,0,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC01,Household Composition,Couple only,16.1,29,68.3,41.1,45.8,46.6,50.8,57.4,53.2,41.1,449.5,*,*,,*,*,*,*,*,,*,,40.8,30.6,20.4,20.4,25.5,25.5,20.4,25.5,20.4,25.5,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC02,Household Composition,Couple with one dependent child,2.8,2.7,3.2,13.9,13.3,15.8,11.7,16.5,12.9,11.3,104.1,**,**,**,**,**,*,*,*,*,*,,86.7,86.7,76.5,51,51,40.8,51,45.9,40.8,45.9,15.3,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC03,Household Composition,Couple with two dependent children,,3.4,5.4,12,21.9,21.1,22.3,17.8,23.1,17.8,146.5,S,**,**,**,*,*,*,*,*,*,,,86.7,66.3,61.2,40.8,35.7,35.7,40.8,30.6,25.5,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC04,Household Composition,Couple with three or more dependent children,2.9,2.7,2.8,6.8,9.7,11.2,14.9,7.5,7.6,9.2,75.2,**,**,**,**,**,**,*,**,**,**,,86.7,86.7,91.8,56.1,51,51,40.8,56.1,51,76.5,15.3,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC05,Household Composition,All other 'couples with child(ren) only' households,,,2,9.4,10.4,12.6,19.7,20.4,27.5,31.6,137.6,S,S,***,**,**,**,*,*,*,*,,,,122.4,71.4,61.2,56.1,40.8,35.7,40.8,40.8,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC06,Household Composition,One parent with dependent child(ren) only,17.1,25.4,19.5,12.6,5.8,5.8,,,1.6,,89.7,*,*,*,*,**,**,S,S,***,S,,40.8,35.7,35.7,40.8,61.2,56.1,,,127.5,,15.3,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC07,Household Composition,All other 'one parent with child(ren) only' households,,4.7,6.9,8.5,6.4,8.2,2,5.1,,,47.5,S,**,**,**,**,**,**,**,S,S,*,,71.4,66.3,66.3,51,66.3,96.9,86.7,,,20.4,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC08,Household Composition,Other one-family households,3.7,4.5,5.1,10.1,9,13.5,10.8,12.4,8,15.1,92,**,**,**,*,**,*,**,*,*,*,,66.3,76.5,71.4,45.9,66.3,51,61.2,51,51,40.8,20.4,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC09,Household Composition,One-person household,109.4,83.6,49,38.9,31.2,17.3,13.6,9.3,8.2,10.4,370.7,,,*,*,*,*,**,**,*,**,,15.3,20.4,20.4,30.6,35.7,35.7,51,56.1,45.9,66.3,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHC10,Household Composition,All other households,4.5,4.7,2,9.6,10.1,10.1,16,16.7,20,23.1,116.7,**,**,**,**,**,**,*,**,*,*,,91.8,71.4,96.9,61.2,56.1,51,40.8,51,35.7,40.8,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHS01,Household Size,One person household,109.4,83.6,49,38.9,31.2,17.3,13.6,9.3,8.2,10.4,370.7,,,*,*,*,*,**,**,*,**,,15.3,20.4,20.4,30.6,35.7,35.7,51,56.1,45.9,66.3,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHS02,Household Size,Two person household,28.6,46.7,82.6,57.2,55.4,57.7,55.8,63.9,57.4,44.4,549.6,*,*,,,*,*,,*,,*,,25.5,30.6,15.3,20.4,25.5,20.4,20.4,25.5,20.4,20.4,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHS03,Household Size,Three person household,11.1,17.8,16.7,30.1,27,36.9,21.8,34.8,37.9,31.3,265.5,*,*,*,*,*,*,*,*,*,*,,40.8,40.8,40.8,30.6,30.6,25.5,35.7,30.6,30.6,30.6,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHS04,Household Size,Four person household,5.4,7.1,8.8,23.2,31.2,30.8,40.7,32.2,37.6,43.7,260.7,**,**,*,*,*,*,*,*,*,*,,66.3,56.1,51,40.8,35.7,30.6,30.6,30.6,30.6,30.6,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHS05,Household Size,Five or more person household,7.7,7,7.2,13.6,18.6,19.5,30.3,23.4,23.3,32.4,183,**,**,**,*,*,*,*,*,*,*,,76.5,61.2,56.1,40.8,40.8,40.8,30.6,40.8,30.6,35.7,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),77.6,75.7,69.3,70.6,80.3,85.2,83.5,94.6,98,79,813.7,,,,,*,,,*,,,,15.3,15.3,15.3,20.4,20.4,15.3,15.3,20.4,15.3,15.3,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT03,Tenure,Owned: Who make mortgage payments,19.3,17,19.5,36.4,44.6,57.7,61.8,64.9,70.1,50.3,441.6,*,*,*,*,*,*,*,*,,*,,40.8,35.7,35.7,30.6,25.5,20.4,20.4,25.5,20.4,25.5,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT04,Tenure,Owned: Who do not make mortgage payments,58.3,58.7,49.8,34.2,35.7,27.6,21.6,29.7,27.9,28.6,372.1,*,,,*,*,*,*,*,*,*,,20.4,20.4,20.4,30.6,30.6,30.6,30.6,30.6,30.6,30.6,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),74.2,63.2,63.9,74.7,67.2,59.1,55.8,42.6,33.5,30.7,564.9,,*,,,*,,*,*,*,*,,20.4,20.4,20.4,20.4,25.5,20.4,25.5,25.5,35.7,35.7,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT07,Tenure,Not owned: Who make rent payments,71.7,60.2,60.1,70.4,65.7,56.7,54.6,40.9,32.3,29.6,542.3,,*,,,*,,*,*,*,*,,20.4,20.4,20.4,20.4,25.5,20.4,25.5,20.4,35.7,35.7,5.1,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT08,Tenure,Not owned: Who do not make rent payments,2.5,2.9,3.8,4.3,,2.4,,,,,22.7,**,***,***,**,S,***,S,S,S,S,*,96.9,117.3,107.1,86.7,,102,,,,,40.8,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),10.3,23.4,31.1,17.7,15.9,17.7,22.8,26.5,32.9,52.6,250.9,*,*,*,*,*,*,*,*,*,*,,51,35.7,35.7,35.7,45.9,35.7,30.6,30.6,30.6,25.5,10.2,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT10,Tenure,Family trust: Mortgage arrangements not further defined,,,,,,,,,,,,S,,,,,,,,,S,S,,,,,,,,,,,,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT11,Tenure,Family trust: Who make mortgage payments,3.2,4.1,7.5,5.8,6,8.5,10.1,13.3,17.2,32.7,108.3,***,**,**,**,**,**,**,*,*,*,,112.2,91.8,71.4,71.4,61.2,51,56.1,40.8,35.7,30.6,15.3,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2012,HHT12,Tenure,Family trust: Who do not make mortgage payments,6.8,19.3,23.6,11.9,9.9,9.2,12.8,13.2,15.7,19.2,141.5,**,*,*,*,**,*,*,**,*,*,,56.1,40.8,40.8,45.9,66.3,51,45.9,51,45.9,45.9,15.3,"Under   $21,900","$21,900 To   $30,899","$30,900 To   $40,299","$40,300 To   $53,599","$53,600 To   $66,499","$66,500 To   $80,699","$80,700 To   $97,299","$97,300 To  $119,699","$119,700 To  $156,899","$156,900 and Over"
T9,2013,HH999,Total all households,Total all households,164.8,162.7,165,165.6,162.7,161.7,166.1,164.8,165,162.4,1640.8,,,,,,,,,,,,10.2,10.2,10.2,15.3,15.3,15.3,15.3,15.3,15.3,15.3,0,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC01,Household Composition,Couple only,17.2,38.6,58.9,40.8,38.3,43.5,56.6,45.2,55.5,45.3,439.8,*,*,*,*,*,*,*,*,*,*,,40.8,25.5,20.4,25.5,25.5,30.6,25.5,25.5,30.6,25.5,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC02,Household Composition,Couple with one dependent child,4.4,,5,18.4,14.2,12,14.9,20.9,19.2,8.1,119.2,**,S,**,*,**,*,*,*,**,**,,81.6,,86.7,45.9,56.1,51,45.9,45.9,51,56.1,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC03,Household Composition,Couple with two dependent children,3.3,,7.3,11.1,21,21.2,23,22.4,15.8,31,158.4,***,S,**,**,*,*,*,*,*,*,,107.1,,91.8,61.2,45.9,51,45.9,40.8,40.8,45.9,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC04,Household Composition,Couple with three or more dependent children,4.2,,2.4,3.7,6.9,11.1,9.3,11,8.7,6,66.4,**,S,***,**,**,**,**,**,**,**,,102,,122.4,86.7,66.3,61.2,61.2,61.2,56.1,61.2,20.4,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC05,Household Composition,All other 'couples with child(ren) only' households,,8.3,,12.7,10.5,19.1,18.5,27.8,22.4,34,160.7,S,**,S,**,**,*,**,*,*,*,,,102,,61.2,56.1,51,51,40.8,40.8,35.7,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC06,Household Composition,One parent with dependent child(ren) only,14.5,27.8,27.7,8.4,6,3.3,2.8,,,,95.3,*,*,*,**,**,**,**,S,S,S,,40.8,40.8,30.6,51,56.1,91.8,96.9,,,,20.4,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC07,Household Composition,All other 'one parent with child(ren) only' households,3.4,7.2,4.3,6.8,5.9,9.2,6.8,4.4,2.9,,51,**,**,**,**,**,**,**,**,**,S,*,96.9,76.5,66.3,66.3,76.5,56.1,61.2,96.9,91.8,,20.4,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC08,Household Composition,Other one-family households,,4.1,5,10.1,14.2,9,12.6,14.4,12.2,10.8,92.9,S,**,**,**,**,**,**,**,**,**,,,96.9,71.4,51,66.3,61.2,56.1,56.1,66.3,61.2,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC09,Household Composition,One-person household,111.9,65.9,45.7,47.6,34.7,20.8,11.8,6.3,4.6,3.2,352.6,,,*,*,*,*,**,**,**,**,,15.3,20.4,25.5,25.5,30.6,35.7,51,76.5,71.4,86.7,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHC10,Household Composition,All other households,,3.5,4.7,6.1,11,12.3,9.5,11.6,21.8,22.1,104.4,S,***,**,**,**,**,**,**,*,**,,,102,96.9,86.7,71.4,66.3,66.3,61.2,51,61.2,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHS01,Household Size,One person household,111.9,65.9,45.7,47.6,34.7,20.8,11.8,6.3,4.6,3.2,352.6,,,*,*,*,*,**,**,**,**,,15.3,20.4,25.5,25.5,30.6,35.7,51,76.5,71.4,86.7,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHS02,Household Size,Two person household,25.9,64.2,74,53.8,48.3,55,71.1,56.9,60.2,47.2,556.6,*,*,,*,*,*,,*,*,*,,35.7,20.4,20.4,25.5,25.5,25.5,20.4,20.4,25.5,25.5,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
